*
* No part of this file can be released without the consent of SMIC.
*
*This file contains the interconnect capacitance of parallel lines above a bottom plate.
*Three corners are provided : Typical, Fast and Slow.
***********************************************************************
*****          SMIC Interconnect Capacitance Table         ************
***********************************************************************

Process: 	0.11um Mixed Signal 1P8M Salicide, Dual Voltage (1.2V/3.3V)
Version: 	1.24
Date: 		2015-1-16
Corner:  	Typical
Structure: 	Structure-1 (Parallel lines above a bottom plate)
(Please refer to SMIC SPICE document for the definition of each capacitance)


***********************
* Layers:	M1-AA *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	1.608	7.85E-02	2.81E-02	2.36E-03	2.04E-02	1.29E-02
0.162	1.808	7.61E-02	2.99E-02	2.36E-03	1.86E-02	1.38E-02
0.162	2.008	7.41E-02	3.16E-02	2.36E-03	1.71E-02	1.46E-02
0.162	2.508	7.07E-02	3.54E-02	2.36E-03	1.42E-02	1.65E-02
0.162	3.008	6.86E-02	3.85E-02	2.36E-03	1.19E-02	1.81E-02
0.162	4.008	6.62E-02	4.38E-02	2.36E-03	8.95E-03	2.07E-02
0.162	5.008	6.50E-02	4.76E-02	2.36E-03	6.91E-03	2.26E-02
0.162	7.008	6.41E-02	5.29E-02	2.36E-03	4.54E-03	2.53E-02
0.162	10.008	6.36E-02	5.70E-02	2.36E-03	2.72E-03	2.73E-02
------	-------	--------	--------	--------	--------	--------

******************************************
* Layers:	M3-POLY (on FIELD OXIDE) *
******************************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.178	2.39E-01	1.24E-02	3.02E-03	1.04E-01	4.68E-03
0.162	0.198	2.23E-01	1.28E-02	3.02E-03	9.57E-02	4.89E-03
0.162	0.218	2.09E-01	1.32E-02	3.02E-03	8.86E-02	5.09E-03
0.162	0.258	1.87E-01	1.40E-02	3.02E-03	7.76E-02	5.48E-03
0.162	0.308	1.67E-01	1.49E-02	3.02E-03	6.76E-02	5.93E-03
0.162	0.408	1.42E-01	1.67E-02	3.02E-03	5.46E-02	6.84E-03
0.162	0.508	1.26E-01	1.84E-02	3.02E-03	4.63E-02	7.70E-03
0.162	0.608	1.15E-01	2.00E-02	3.02E-03	4.05E-02	8.51E-03
0.162	0.808	1.01E-01	2.32E-02	3.02E-03	3.29E-02	1.01E-02
0.162	1.008	9.28E-02	2.60E-02	3.02E-03	2.78E-02	1.15E-02
0.162	1.208	8.72E-02	2.87E-02	3.02E-03	2.42E-02	1.28E-02
0.162	1.408	8.31E-02	3.11E-02	3.02E-03	2.14E-02	1.40E-02
0.162	1.608	8.02E-02	3.34E-02	3.02E-03	1.92E-02	1.52E-02
0.162	1.808	7.79E-02	3.55E-02	3.02E-03	1.73E-02	1.63E-02
0.162	2.008	7.62E-02	3.75E-02	3.02E-03	1.58E-02	1.72E-02
0.162	2.508	7.32E-02	4.18E-02	3.02E-03	1.27E-02	1.94E-02
0.162	3.008	7.15E-02	4.53E-02	3.02E-03	1.05E-02	2.11E-02
0.162	4.008	6.97E-02	5.07E-02	3.02E-03	7.55E-03	2.39E-02
0.162	5.008	6.89E-02	5.44E-02	3.02E-03	5.74E-03	2.57E-02
0.162	7.008	6.82E-02	5.93E-02	3.02E-03	3.59E-03	2.81E-02
0.162	10.008	6.80E-02	6.28E-02	3.02E-03	2.09E-03	2.99E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M3-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.178	2.40E-01	1.55E-02	4.57E-03	1.04E-01	5.47E-03
0.162	0.198	2.23E-01	1.61E-02	4.57E-03	9.51E-02	5.76E-03
0.162	0.218	2.09E-01	1.67E-02	4.57E-03	8.80E-02	6.05E-03
0.162	0.258	1.87E-01	1.78E-02	4.57E-03	7.69E-02	6.59E-03
0.162	0.308	1.68E-01	1.91E-02	4.57E-03	6.69E-02	7.28E-03
0.162	0.408	1.43E-01	2.17E-02	4.57E-03	5.35E-02	8.59E-03
0.162	0.508	1.27E-01	2.42E-02	4.57E-03	4.51E-02	9.83E-03
0.162	0.608	1.17E-01	2.66E-02	4.57E-03	3.91E-02	1.10E-02
0.162	0.808	1.03E-01	3.10E-02	4.57E-03	3.11E-02	1.32E-02
0.162	1.008	9.56E-02	3.51E-02	4.57E-03	2.58E-02	1.52E-02
0.162	1.208	9.06E-02	3.87E-02	4.57E-03	2.19E-02	1.70E-02
0.162	1.408	8.71E-02	4.18E-02	4.57E-03	1.89E-02	1.86E-02
0.162	1.608	8.47E-02	4.48E-02	4.57E-03	1.66E-02	2.01E-02
0.162	1.808	8.30E-02	4.74E-02	4.57E-03	1.47E-02	2.14E-02
0.162	2.008	8.17E-02	4.97E-02	4.57E-03	1.31E-02	2.26E-02
0.162	2.508	7.96E-02	5.46E-02	4.57E-03	1.01E-02	2.50E-02
0.162	3.008	7.84E-02	5.83E-02	4.57E-03	8.06E-03	2.69E-02
0.162	4.008	7.74E-02	6.34E-02	4.57E-03	5.54E-03	2.94E-02
0.162	5.008	7.70E-02	6.67E-02	4.57E-03	4.03E-03	3.11E-02
0.162	7.008	7.67E-02	7.05E-02	4.57E-03	2.48E-03	3.30E-02
0.162	10.008	7.66E-02	7.29E-02	4.57E-03	1.47E-03	3.42E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M3-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.178	2.44E-01	3.22E-02	1.29E-02	1.00E-01	9.62E-03
0.162	0.198	2.27E-01	3.37E-02	1.29E-02	9.13E-02	1.04E-02
0.162	0.218	2.14E-01	3.51E-02	1.29E-02	8.40E-02	1.11E-02
0.162	0.258	1.93E-01	3.79E-02	1.29E-02	7.24E-02	1.25E-02
0.162	0.308	1.75E-01	4.13E-02	1.29E-02	6.18E-02	1.42E-02
0.162	0.408	1.52E-01	4.75E-02	1.29E-02	4.77E-02	1.73E-02
0.162	0.508	1.38E-01	5.30E-02	1.29E-02	3.86E-02	2.00E-02
0.162	0.608	1.30E-01	5.79E-02	1.29E-02	3.21E-02	2.25E-02
0.162	0.808	1.20E-01	6.63E-02	1.29E-02	2.36E-02	2.67E-02
0.162	1.008	1.16E-01	7.30E-02	1.29E-02	1.82E-02	3.00E-02
0.162	1.208	1.13E-01	7.83E-02	1.29E-02	1.45E-02	3.27E-02
0.162	1.408	1.11E-01	8.26E-02	1.29E-02	1.18E-02	3.49E-02
0.162	1.608	1.10E-01	8.61E-02	1.29E-02	9.87E-03	3.66E-02
0.162	1.808	1.10E-01	8.90E-02	1.29E-02	8.36E-03	3.80E-02
0.162	2.008	1.09E-01	9.13E-02	1.29E-02	7.15E-03	3.92E-02
0.162	2.508	1.09E-01	9.55E-02	1.29E-02	5.12E-03	4.13E-02
0.162	3.008	1.08E-01	9.81E-02	1.29E-02	3.94E-03	4.26E-02
0.162	4.008	1.08E-01	1.01E-01	1.29E-02	2.55E-03	4.42E-02
0.162	5.008	1.08E-01	1.03E-01	1.29E-02	1.82E-03	4.52E-02
0.162	7.008	1.08E-01	1.05E-01	1.29E-02	1.23E-03	4.59E-02
0.162	10.008	1.08E-01	1.06E-01	1.29E-02	7.98E-04	4.65E-02
------	-------	--------	--------	--------	--------	--------

********************************
* Layers:	M4-FIELD_OXIDE *
********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.178	2.39E-01	9.58E-03	1.78E-03	1.05E-01	3.90E-03
0.162	0.198	2.22E-01	9.86E-03	1.78E-03	9.62E-02	4.04E-03
0.162	0.218	2.08E-01	1.01E-02	1.78E-03	8.91E-02	4.17E-03
0.162	0.258	1.86E-01	1.07E-02	1.78E-03	7.81E-02	4.44E-03
0.162	0.308	1.67E-01	1.12E-02	1.78E-03	6.82E-02	4.73E-03
0.162	0.408	1.41E-01	1.24E-02	1.78E-03	5.53E-02	5.31E-03
0.162	0.508	1.25E-01	1.35E-02	1.78E-03	4.72E-02	5.85E-03
0.162	0.608	1.14E-01	1.45E-02	1.78E-03	4.16E-02	6.35E-03
0.162	0.808	1.00E-01	1.64E-02	1.78E-03	3.43E-02	7.31E-03
0.162	1.008	9.10E-02	1.81E-02	1.78E-03	2.95E-02	8.16E-03
0.162	1.208	8.49E-02	1.98E-02	1.78E-03	2.62E-02	9.01E-03
0.162	1.408	8.05E-02	2.14E-02	1.78E-03	2.37E-02	9.81E-03
0.162	1.608	7.71E-02	2.29E-02	1.78E-03	2.16E-02	1.06E-02
0.162	1.808	7.44E-02	2.43E-02	1.78E-03	1.99E-02	1.12E-02
0.162	2.008	7.22E-02	2.56E-02	1.78E-03	1.85E-02	1.19E-02
0.162	2.508	6.83E-02	2.88E-02	1.78E-03	1.57E-02	1.35E-02
0.162	3.008	6.58E-02	3.15E-02	1.78E-03	1.35E-02	1.49E-02
0.162	4.008	6.28E-02	3.63E-02	1.78E-03	1.05E-02	1.73E-02
0.162	5.008	6.12E-02	4.01E-02	1.78E-03	8.45E-03	1.91E-02
0.162	7.008	5.98E-02	4.57E-02	1.78E-03	5.79E-03	2.19E-02
0.162	10.008	5.91E-02	5.06E-02	1.78E-03	3.53E-03	2.44E-02
------	-------	--------	--------	--------	--------	--------

******************************************
* Layers:	M4-POLY (on FIELD OXIDE) *
******************************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.178	2.39E-01	1.04E-02	2.13E-03	1.04E-01	4.11E-03
0.162	0.198	2.22E-01	1.07E-02	2.13E-03	9.60E-02	4.29E-03
0.162	0.218	2.08E-01	1.10E-02	2.13E-03	8.89E-02	4.43E-03
0.162	0.258	1.86E-01	1.16E-02	2.13E-03	7.80E-02	4.73E-03
0.162	0.308	1.67E-01	1.23E-02	2.13E-03	6.81E-02	5.08E-03
0.162	0.408	1.41E-01	1.36E-02	2.13E-03	5.51E-02	5.75E-03
0.162	0.508	1.25E-01	1.49E-02	2.13E-03	4.69E-02	6.38E-03
0.162	0.608	1.14E-01	1.61E-02	2.13E-03	4.13E-02	6.96E-03
0.162	0.808	1.00E-01	1.83E-02	2.13E-03	3.38E-02	8.06E-03
0.162	1.008	9.14E-02	2.03E-02	2.13E-03	2.91E-02	9.11E-03
0.162	1.208	8.54E-02	2.23E-02	2.13E-03	2.56E-02	1.01E-02
0.162	1.408	8.12E-02	2.42E-02	2.13E-03	2.30E-02	1.10E-02
0.162	1.608	7.79E-02	2.59E-02	2.13E-03	2.09E-02	1.19E-02
0.162	1.808	7.53E-02	2.76E-02	2.13E-03	1.92E-02	1.27E-02
0.162	2.008	7.32E-02	2.91E-02	2.13E-03	1.77E-02	1.35E-02
0.162	2.508	6.96E-02	3.27E-02	2.13E-03	1.48E-02	1.53E-02
0.162	3.008	6.73E-02	3.57E-02	2.13E-03	1.26E-02	1.68E-02
0.162	4.008	6.47E-02	4.08E-02	2.13E-03	9.56E-03	1.93E-02
0.162	5.008	6.34E-02	4.47E-02	2.13E-03	7.47E-03	2.13E-02
0.162	7.008	6.22E-02	5.01E-02	2.13E-03	4.94E-03	2.40E-02
0.162	10.008	6.17E-02	5.46E-02	2.13E-03	2.94E-03	2.63E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M4-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.178	2.39E-01	1.18E-02	2.80E-03	1.04E-01	4.52E-03
0.162	0.198	2.22E-01	1.22E-02	2.80E-03	9.57E-02	4.71E-03
0.162	0.218	2.08E-01	1.26E-02	2.80E-03	8.86E-02	4.88E-03
0.162	0.258	1.87E-01	1.33E-02	2.80E-03	7.76E-02	5.25E-03
0.162	0.308	1.67E-01	1.42E-02	2.80E-03	6.77E-02	5.69E-03
0.162	0.408	1.42E-01	1.59E-02	2.80E-03	5.47E-02	6.53E-03
0.162	0.508	1.26E-01	1.74E-02	2.80E-03	4.65E-02	7.31E-03
0.162	0.608	1.15E-01	1.89E-02	2.80E-03	4.07E-02	8.07E-03
0.162	0.808	1.01E-01	2.18E-02	2.80E-03	3.31E-02	9.50E-03
0.162	1.008	9.23E-02	2.45E-02	2.80E-03	2.82E-02	1.08E-02
0.162	1.208	8.65E-02	2.70E-02	2.80E-03	2.46E-02	1.21E-02
0.162	1.408	8.25E-02	2.92E-02	2.80E-03	2.18E-02	1.32E-02
0.162	1.608	7.94E-02	3.14E-02	2.80E-03	1.96E-02	1.43E-02
0.162	1.808	7.71E-02	3.34E-02	2.80E-03	1.78E-02	1.53E-02
0.162	2.008	7.53E-02	3.53E-02	2.80E-03	1.62E-02	1.63E-02
0.162	2.508	7.21E-02	3.95E-02	2.80E-03	1.32E-02	1.83E-02
0.162	3.008	7.02E-02	4.28E-02	2.80E-03	1.10E-02	2.00E-02
0.162	4.008	6.82E-02	4.82E-02	2.80E-03	8.02E-03	2.27E-02
0.162	5.008	6.73E-02	5.21E-02	2.80E-03	6.08E-03	2.47E-02
0.162	7.008	6.66E-02	5.71E-02	2.80E-03	3.85E-03	2.72E-02
0.162	10.008	6.63E-02	6.09E-02	2.80E-03	2.20E-03	2.91E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M4-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.178	2.40E-01	1.55E-02	4.57E-03	1.04E-01	5.45E-03
0.162	0.198	2.23E-01	1.60E-02	4.57E-03	9.51E-02	5.72E-03
0.162	0.218	2.09E-01	1.66E-02	4.57E-03	8.80E-02	6.00E-03
0.162	0.258	1.87E-01	1.77E-02	4.57E-03	7.69E-02	6.56E-03
0.162	0.308	1.68E-01	1.91E-02	4.57E-03	6.68E-02	7.24E-03
0.162	0.408	1.43E-01	2.17E-02	4.57E-03	5.36E-02	8.55E-03
0.162	0.508	1.27E-01	2.41E-02	4.57E-03	4.51E-02	9.78E-03
0.162	0.608	1.16E-01	2.65E-02	4.57E-03	3.91E-02	1.10E-02
0.162	0.808	1.03E-01	3.09E-02	4.57E-03	3.11E-02	1.32E-02
0.162	1.008	9.55E-02	3.49E-02	4.57E-03	2.58E-02	1.52E-02
0.162	1.208	9.05E-02	3.84E-02	4.57E-03	2.19E-02	1.69E-02
0.162	1.408	8.71E-02	4.16E-02	4.57E-03	1.90E-02	1.85E-02
0.162	1.608	8.47E-02	4.46E-02	4.57E-03	1.67E-02	2.00E-02
0.162	1.808	8.28E-02	4.71E-02	4.57E-03	1.47E-02	2.13E-02
0.162	2.008	8.16E-02	4.95E-02	4.57E-03	1.32E-02	2.25E-02
0.162	2.508	7.94E-02	5.43E-02	4.57E-03	1.02E-02	2.48E-02
0.162	3.008	7.83E-02	5.80E-02	4.57E-03	8.12E-03	2.67E-02
0.162	4.008	7.72E-02	6.31E-02	4.57E-03	5.56E-03	2.93E-02
0.162	5.008	7.68E-02	6.66E-02	4.57E-03	4.06E-03	3.10E-02
0.162	7.008	7.65E-02	7.04E-02	4.57E-03	2.46E-03	3.29E-02
0.162	10.008	7.64E-02	7.30E-02	4.57E-03	1.41E-03	3.42E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M4-M3 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.178	2.44E-01	3.22E-02	1.29E-02	1.00E-01	9.62E-03
0.162	0.198	2.27E-01	3.36E-02	1.29E-02	9.14E-02	1.04E-02
0.162	0.218	2.14E-01	3.51E-02	1.29E-02	8.40E-02	1.11E-02
0.162	0.258	1.93E-01	3.79E-02	1.29E-02	7.25E-02	1.25E-02
0.162	0.308	1.75E-01	4.12E-02	1.29E-02	6.18E-02	1.41E-02
0.162	0.408	1.52E-01	4.73E-02	1.29E-02	4.77E-02	1.72E-02
0.162	0.508	1.38E-01	5.29E-02	1.29E-02	3.86E-02	2.00E-02
0.162	0.608	1.30E-01	5.78E-02	1.29E-02	3.21E-02	2.24E-02
0.162	0.808	1.20E-01	6.62E-02	1.29E-02	2.36E-02	2.66E-02
0.162	1.008	1.15E-01	7.28E-02	1.29E-02	1.82E-02	2.99E-02
0.162	1.208	1.13E-01	7.82E-02	1.29E-02	1.45E-02	3.26E-02
0.162	1.408	1.11E-01	8.25E-02	1.29E-02	1.19E-02	3.48E-02
0.162	1.608	1.10E-01	8.59E-02	1.29E-02	9.88E-03	3.65E-02
0.162	1.808	1.09E-01	8.88E-02	1.29E-02	8.37E-03	3.79E-02
0.162	2.008	1.09E-01	9.11E-02	1.29E-02	7.19E-03	3.91E-02
0.162	2.508	1.08E-01	9.54E-02	1.29E-02	5.16E-03	4.12E-02
0.162	3.008	1.08E-01	9.81E-02	1.29E-02	3.90E-03	4.26E-02
0.162	4.008	1.08E-01	1.01E-01	1.29E-02	2.55E-03	4.42E-02
0.162	5.008	1.08E-01	1.03E-01	1.29E-02	1.82E-03	4.51E-02
0.162	7.008	1.08E-01	1.05E-01	1.29E-02	1.19E-03	4.59E-02
0.162	10.008	1.08E-01	1.06E-01	1.29E-02	7.45E-04	4.66E-02
------	-------	--------	--------	--------	--------	--------

********************************
* Layers:	M5-FIELD_OXIDE *
********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.178	2.39E-01	8.61E-03	1.43E-03	1.05E-01	3.59E-03
0.162	0.198	2.22E-01	8.85E-03	1.43E-03	9.63E-02	3.71E-03
0.162	0.218	2.08E-01	9.07E-03	1.43E-03	8.93E-02	3.82E-03
0.162	0.258	1.86E-01	9.53E-03	1.43E-03	7.83E-02	4.05E-03
0.162	0.308	1.67E-01	1.00E-02	1.43E-03	6.84E-02	4.29E-03
0.162	0.408	1.41E-01	1.10E-02	1.43E-03	5.55E-02	4.78E-03
0.162	0.508	1.25E-01	1.19E-02	1.43E-03	4.74E-02	5.23E-03
0.162	0.608	1.14E-01	1.27E-02	1.43E-03	4.19E-02	5.63E-03
0.162	0.808	9.95E-02	1.42E-02	1.43E-03	3.46E-02	6.40E-03
0.162	1.008	9.05E-02	1.57E-02	1.43E-03	3.00E-02	7.11E-03
0.162	1.208	8.43E-02	1.70E-02	1.43E-03	2.67E-02	7.77E-03
0.162	1.408	7.99E-02	1.83E-02	1.43E-03	2.43E-02	8.42E-03
0.162	1.608	7.63E-02	1.95E-02	1.43E-03	2.24E-02	9.02E-03
0.162	1.808	7.35E-02	2.06E-02	1.43E-03	2.07E-02	9.56E-03
0.162	2.008	7.12E-02	2.17E-02	1.43E-03	1.94E-02	1.01E-02
0.162	2.508	6.70E-02	2.44E-02	1.43E-03	1.67E-02	1.15E-02
0.162	3.008	6.42E-02	2.67E-02	1.43E-03	1.47E-02	1.26E-02
0.162	4.008	6.06E-02	3.10E-02	1.43E-03	1.17E-02	1.48E-02
0.162	5.008	5.86E-02	3.46E-02	1.43E-03	9.61E-03	1.66E-02
0.162	7.008	5.67E-02	4.02E-02	1.43E-03	6.84E-03	1.94E-02
0.162	10.008	5.57E-02	4.56E-02	1.43E-03	4.27E-03	2.21E-02
------	-------	--------	--------	--------	--------	--------

******************************************
* Layers:	M5-POLY (on FIELD OXIDE) *
******************************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.178	2.39E-01	9.16E-03	1.65E-03	1.05E-01	3.75E-03
0.162	0.198	2.22E-01	9.41E-03	1.65E-03	9.62E-02	3.88E-03
0.162	0.218	2.08E-01	9.66E-03	1.65E-03	8.92E-02	4.01E-03
0.162	0.258	1.86E-01	1.01E-02	1.65E-03	7.82E-02	4.25E-03
0.162	0.308	1.67E-01	1.07E-02	1.65E-03	6.83E-02	4.54E-03
0.162	0.408	1.41E-01	1.18E-02	1.65E-03	5.54E-02	5.07E-03
0.162	0.508	1.25E-01	1.28E-02	1.65E-03	4.73E-02	5.57E-03
0.162	0.608	1.14E-01	1.37E-02	1.65E-03	4.17E-02	6.03E-03
0.162	0.808	9.97E-02	1.55E-02	1.65E-03	3.44E-02	6.90E-03
0.162	1.008	9.08E-02	1.70E-02	1.65E-03	2.97E-02	7.69E-03
0.162	1.208	8.46E-02	1.86E-02	1.65E-03	2.64E-02	8.47E-03
0.162	1.408	8.02E-02	2.01E-02	1.65E-03	2.39E-02	9.21E-03
0.162	1.608	7.67E-02	2.14E-02	1.65E-03	2.19E-02	9.86E-03
0.162	1.808	7.39E-02	2.27E-02	1.65E-03	2.03E-02	1.05E-02
0.162	2.008	7.17E-02	2.40E-02	1.65E-03	1.89E-02	1.12E-02
0.162	2.508	6.77E-02	2.69E-02	1.65E-03	1.61E-02	1.26E-02
0.162	3.008	6.50E-02	2.96E-02	1.65E-03	1.40E-02	1.40E-02
0.162	4.008	6.18E-02	3.42E-02	1.65E-03	1.10E-02	1.63E-02
0.162	5.008	6.00E-02	3.79E-02	1.65E-03	8.91E-03	1.81E-02
0.162	7.008	5.83E-02	4.36E-02	1.65E-03	6.10E-03	2.10E-02
0.162	10.008	5.74E-02	4.87E-02	1.65E-03	3.70E-03	2.35E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.178	2.39E-01	1.00E-02	2.02E-03	1.05E-01	4.01E-03
0.162	0.198	2.22E-01	1.03E-02	2.02E-03	9.60E-02	4.16E-03
0.162	0.218	2.08E-01	1.06E-02	2.02E-03	8.90E-02	4.30E-03
0.162	0.258	1.86E-01	1.12E-02	2.02E-03	7.80E-02	4.58E-03
0.162	0.308	1.67E-01	1.18E-02	2.02E-03	6.81E-02	4.91E-03
0.162	0.408	1.41E-01	1.31E-02	2.02E-03	5.52E-02	5.54E-03
0.162	0.508	1.25E-01	1.43E-02	2.02E-03	4.70E-02	6.12E-03
0.162	0.608	1.14E-01	1.54E-02	2.02E-03	4.14E-02	6.69E-03
0.162	0.808	1.00E-01	1.75E-02	2.02E-03	3.40E-02	7.73E-03
0.162	1.008	9.11E-02	1.94E-02	2.02E-03	2.92E-02	8.70E-03
0.162	1.208	8.51E-02	2.13E-02	2.02E-03	2.58E-02	9.62E-03
0.162	1.408	8.08E-02	2.30E-02	2.02E-03	2.33E-02	1.05E-02
0.162	1.608	7.75E-02	2.46E-02	2.02E-03	2.12E-02	1.13E-02
0.162	1.808	7.48E-02	2.62E-02	2.02E-03	1.95E-02	1.21E-02
0.162	2.008	7.27E-02	2.77E-02	2.02E-03	1.80E-02	1.28E-02
0.162	2.508	6.90E-02	3.11E-02	2.02E-03	1.51E-02	1.45E-02
0.162	3.008	6.66E-02	3.42E-02	2.02E-03	1.30E-02	1.61E-02
0.162	4.008	6.38E-02	3.91E-02	2.02E-03	9.94E-03	1.85E-02
0.162	5.008	6.24E-02	4.31E-02	2.02E-03	7.81E-03	2.05E-02
0.162	7.008	6.10E-02	4.86E-02	2.02E-03	5.14E-03	2.33E-02
0.162	10.008	6.04E-02	5.33E-02	2.02E-03	2.99E-03	2.56E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.178	2.39E-01	1.17E-02	2.80E-03	1.04E-01	4.46E-03
0.162	0.198	2.22E-01	1.21E-02	2.80E-03	9.58E-02	4.66E-03
0.162	0.218	2.08E-01	1.25E-02	2.80E-03	8.87E-02	4.84E-03
0.162	0.258	1.87E-01	1.32E-02	2.80E-03	7.77E-02	5.20E-03
0.162	0.308	1.67E-01	1.41E-02	2.80E-03	6.77E-02	5.64E-03
0.162	0.408	1.41E-01	1.57E-02	2.80E-03	5.47E-02	6.48E-03
0.162	0.508	1.26E-01	1.73E-02	2.80E-03	4.65E-02	7.24E-03
0.162	0.608	1.15E-01	1.88E-02	2.80E-03	4.07E-02	7.99E-03
0.162	0.808	1.01E-01	2.16E-02	2.80E-03	3.31E-02	9.40E-03
0.162	1.008	9.22E-02	2.43E-02	2.80E-03	2.82E-02	1.07E-02
0.162	1.208	8.65E-02	2.67E-02	2.80E-03	2.46E-02	1.20E-02
0.162	1.408	8.24E-02	2.90E-02	2.80E-03	2.19E-02	1.31E-02
0.162	1.608	7.93E-02	3.11E-02	2.80E-03	1.97E-02	1.42E-02
0.162	1.808	7.70E-02	3.31E-02	2.80E-03	1.79E-02	1.52E-02
0.162	2.008	7.51E-02	3.50E-02	2.80E-03	1.63E-02	1.61E-02
0.162	2.508	7.19E-02	3.90E-02	2.80E-03	1.33E-02	1.81E-02
0.162	3.008	7.00E-02	4.26E-02	2.80E-03	1.11E-02	1.99E-02
0.162	4.008	6.80E-02	4.79E-02	2.80E-03	8.08E-03	2.26E-02
0.162	5.008	6.70E-02	5.20E-02	2.80E-03	6.11E-03	2.46E-02
0.162	7.008	6.63E-02	5.70E-02	2.80E-03	3.80E-03	2.71E-02
0.162	10.008	6.60E-02	6.09E-02	2.80E-03	2.11E-03	2.90E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-M3 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.162	0.178	2.40E-01	1.54E-02	4.57E-03	1.04E-01	5.42E-03
0.162	0.198	2.23E-01	1.59E-02	4.57E-03	9.51E-02	5.68E-03
0.162	0.218	2.09E-01	1.65E-02	4.57E-03	8.80E-02	5.96E-03
0.162	0.258	1.87E-01	1.76E-02	4.57E-03	7.69E-02	6.51E-03
0.162	0.308	1.68E-01	1.90E-02	4.57E-03	6.68E-02	7.19E-03
0.162	0.408	1.43E-01	2.16E-02	4.57E-03	5.36E-02	8.49E-03
0.162	0.508	1.27E-01	2.40E-02	4.57E-03	4.51E-02	9.72E-03
0.162	0.608	1.16E-01	2.64E-02	4.57E-03	3.91E-02	1.09E-02
0.162	0.808	1.03E-01	3.07E-02	4.57E-03	3.11E-02	1.31E-02
